,retailer,retailer_id,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales,operating_profit,operating_margin,sales_method
3858,Amazon,1185732,9/17/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,55.0,225,123750.0,37125.0,0.3,Outlet
3859,Amazon,1185732,9/17/2021,Northeast,New Hampshire,Manchester,Men's Apparel,65.0,225,146250.0,43875.0,0.3,Outlet
3860,Amazon,1185732,9/17/2021,Northeast,New Hampshire,Manchester,Women's Apparel,70.0,325,227500.0,79625.0,0.35,Outlet
3861,Foot Locker,1185732,10/19/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,70.0,475,332500.0,133000.0,0.4,Outlet
3862,Foot Locker,1185732,10/19/2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,65.0,300,195000.0,78000.0,0.4,Outlet
3863,Foot Locker,1185732,10/19/2021,Northeast,New Hampshire,Manchester,Women's Street Footwear,65.0,200,130000.0,39000.0,0.3,Outlet
3864,Foot Locker,1185732,10/19/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,65.0,175,113750.0,34125.0,0.3,Outlet
3865,Foot Locker,1185732,10/19/2021,Northeast,New Hampshire,Manchester,Men's Apparel,75.0,175,131250.0,39375.0,0.3,Outlet
3866,Foot Locker,1185732,10/19/2021,Northeast,New Hampshire,Manchester,Women's Apparel,80.0,300,240000.0,84000.0,0.35,Outlet
3867,Foot Locker,1185732,11/18/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,75.0,450,337500.0,135000.0,0.4,Outlet
3868,Foot Locker,1185732,11/18/2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,65.0,325,211250.0,84500.0,0.4,Outlet
3869,Foot Locker,1185732,11/18/2021,Northeast,New Hampshire,Manchester,Women's Street Footwear,65.0,345,224250.0,67275.0,0.3,Outlet
3870,Foot Locker,1185732,11/18/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,65.0,325,211250.0,63375.0,0.3,Outlet
3871,Foot Locker,1185732,11/18/2021,Northeast,New Hampshire,Manchester,Men's Apparel,75.0,300,225000.0,67500.0,0.3,Outlet
3872,Foot Locker,1185732,11/18/2021,Northeast,New Hampshire,Manchester,Women's Apparel,80.0,400,320000.0,112000.0,0.35,Outlet
3873,Foot Locker,1185732,12/17/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,75.0,625,468750.0,187500.0,0.4,Outlet
3874,Foot Locker,1185732,12/17/2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,65.0,425,276250.0,110500.0,0.4,Outlet
3875,Foot Locker,1185732,12/17/2021,Northeast,New Hampshire,Manchester,Women's Street Footwear,65.0,400,260000.0,78000.0,0.3,Outlet
3876,Foot Locker,1185732,12/17/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,65.0,350,227500.0,68250.0,0.3,Outlet
3877,Foot Locker,1185732,12/17/2021,Northeast,New Hampshire,Manchester,Men's Apparel,75.0,350,262500.0,78750.0,0.3,Outlet
3878,Foot Locker,1185732,12/17/2021,Northeast,New Hampshire,Manchester,Women's Apparel,80.0,450,360000.0,126000.0,0.35,Outlet
3879,Foot Locker,1185732,1/24/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,55.0,500,275000.0,96250.0,0.35,Outlet
3880,Foot Locker,1185732,1/24/2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,55.0,300,165000.0,57750.0,0.35,Outlet
3881,Foot Locker,1185732,1/24/2021,Northeast,New Hampshire,Manchester,Women's Street Footwear,45.0,300,135000.0,33750.0,0.25,Outlet
3882,Foot Locker,1185732,1/24/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,50.0,150,75000.0,18750.0,0.25,Outlet
3883,Foot Locker,1185732,1/24/2021,Northeast,New Hampshire,Manchester,Men's Apparel,65.0,200,130000.0,32500.0,0.25,Outlet
3884,Foot Locker,1185732,1/24/2021,Northeast,New Hampshire,Manchester,Women's Apparel,55.0,300,165000.0,49500.0,0.3,Outlet
3885,Foot Locker,1185732,2/22/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,55.0,575,316250.0,110688.0,0.35,Outlet
3886,Foot Locker,1185732,2/22/2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,55.0,225,123750.0,43313.0,0.35,Outlet
3887,Foot Locker,1185732,2/22/2021,Northeast,New Hampshire,Manchester,Women's Street Footwear,45.0,275,123750.0,30938.0,0.25,Outlet
3888,Foot Locker,1185732,1/1/2020,Northeast,New York,New York,Men's Street Footwear,47.0,336,15792.0,9633.0,0.61,Online
3889,Foot Locker,1185732,1/2/2020,Northeast,New York,New York,Men's Athletic Footwear,47.0,260,12220.0,5132.0,0.42,Online
3890,Foot Locker,1185732,1/3/2020,Northeast,New York,New York,Women's Street Footwear,36.0,250,9000.0,4140.0,0.46,Online
3891,Foot Locker,1185732,1/4/2020,Northeast,New York,New York,Women's Athletic Footwear,41.0,247,10127.0,4658.0,0.46,Online
3892,Foot Locker,1185732,1/5/2020,Northeast,New York,New York,Men's Apparel,55.0,234,12870.0,5148.0,0.4,Online
3893,Foot Locker,1185732,1/6/2020,Northeast,New York,New York,Women's Apparel,46.0,260,11960.0,4425.0,0.37,Online
3894,Foot Locker,1185732,1/7/2020,Northeast,New York,New York,Men's Street Footwear,46.0,313,14398.0,8927.0,0.62,Online
3895,Foot Locker,1185732,1/8/2020,Northeast,New York,New York,Men's Athletic Footwear,46.0,261,12006.0,5283.0,0.44,Online
3896,Foot Locker,1185732,1/21/2020,Northeast,New York,New York,Women's Street Footwear,36.0,276,9936.0,4670.0,0.47,Online
3897,Foot Locker,1185732,1/22/2020,Northeast,New York,New York,Women's Athletic Footwear,44.0,206,9064.0,4441.0,0.49,Online
3898,Foot Locker,1185732,1/23/2020,Northeast,New York,New York,Men's Apparel,58.0,243,14094.0,6060.0,0.43,Online
3899,Foot Locker,1185732,1/24/2020,Northeast,New York,New York,Women's Apparel,48.0,290,13920.0,5290.0,0.38,Online
3900,Foot Locker,1185732,1/25/2020,Northeast,New York,New York,Men's Street Footwear,46.0,354,16284.0,10259.0,0.63,Online
3901,Foot Locker,1185732,1/26/2020,Northeast,New York,New York,Men's Athletic Footwear,48.0,259,12432.0,5346.0,0.43,Online
3902,Foot Locker,1185732,1/27/2020,Northeast,New York,New York,Women's Street Footwear,39.0,247,9633.0,4720.0,0.49,Online
3903,Foot Locker,1185732,1/28/2020,Northeast,New York,New York,Women's Athletic Footwear,43.0,216,9288.0,4644.0,0.5,Online
3904,Foot Locker,1185732,1/29/2020,Northeast,New York,New York,Men's Apparel,59.0,230,13570.0,5699.0,0.42,Online
3905,Foot Locker,1185732,1/30/2020,Northeast,New York,New York,Women's Apparel,45.0,238,10710.0,3749.0,0.35,Online
3906,Foot Locker,1185732,1/31/2020,Northeast,New York,New York,Men's Street Footwear,45.0,300,13500.0,8370.0,0.62,Online
3907,Foot Locker,1185732,2/1/2020,Northeast,New York,New York,Men's Athletic Footwear,47.0,234,10998.0,4509.0,0.41,Online
3908,Foot Locker,1185732,2/2/2020,Northeast,New York,New York,Women's Street Footwear,39.0,252,9828.0,4914.0,0.5,Online
3909,Foot Locker,1185732,2/3/2020,Northeast,New York,New York,Women's Athletic Footwear,41.0,239,9799.0,4802.0,0.49,Online
3910,Foot Locker,1185732,2/4/2020,Northeast,New York,New York,Men's Apparel,56.0,215,12040.0,5057.0,0.42,Online
3911,Foot Locker,1185732,2/5/2020,Northeast,New York,New York,Women's Apparel,49.0,238,11662.0,4315.0,0.37,Online
3912,Foot Locker,1185732,2/6/2020,Northeast,New York,New York,Men's Street Footwear,54.0,317,17118.0,10956.0,0.64,Online
3913,Foot Locker,1185732,2/7/2020,Northeast,New York,New York,Men's Athletic Footwear,50.0,259,12950.0,5180.0,0.4,Online
3914,Foot Locker,1185732,2/8/2020,Northeast,New York,New York,Women's Street Footwear,46.0,261,12006.0,5643.0,0.47,Online
3915,Foot Locker,1185732,2/9/2020,Northeast,New York,New York,Women's Athletic Footwear,46.0,230,10580.0,5078.0,0.48,Online
3916,Foot Locker,1185732,2/10/2020,Northeast,New York,New York,Men's Apparel,59.0,245,14455.0,6505.0,0.45,Online
3917,Foot Locker,1185732,3/3/2020,Northeast,New York,New York,Women's Apparel,59.0,290,17110.0,6160.0,0.36,Online
3918,Foot Locker,1185732,3/4/2020,Northeast,New York,New York,Men's Street Footwear,55.0,313,17215.0,10501.0,0.61,Online
3919,Foot Locker,1185732,3/5/2020,Northeast,New York,New York,Men's Athletic Footwear,54.0,270,14580.0,5978.0,0.41,Online
3920,Foot Locker,1185732,3/6/2020,Northeast,New York,New York,Women's Street Footwear,46.0,278,12788.0,6138.0,0.48,Online
3921,Foot Locker,1185732,3/7/2020,Northeast,New York,New York,Women's Athletic Footwear,47.0,261,12267.0,5520.0,0.45,Online
3922,Foot Locker,1185732,3/8/2020,Northeast,New York,New York,Men's Apparel,55.0,252,13860.0,6237.0,0.45,Online
3923,Foot Locker,1185732,3/9/2020,Northeast,New York,New York,Women's Apparel,64.0,305,19520.0,7613.0,0.39,Online
3924,Foot Locker,1185732,3/10/2020,Northeast,New York,New York,Men's Street Footwear,59.0,319,18821.0,11293.0,0.6,Online
3925,Foot Locker,1185732,3/11/2020,Northeast,New York,New York,Men's Athletic Footwear,53.0,267,14151.0,5943.0,0.42,Online
3926,Foot Locker,1185732,3/12/2020,Northeast,New York,New York,Women's Street Footwear,46.0,247,11362.0,5113.0,0.45,Online
3927,Foot Locker,1185732,3/13/2020,Northeast,New York,New York,Women's Athletic Footwear,46.0,243,11178.0,5142.0,0.46,Online
3928,Foot Locker,1185732,3/14/2020,Northeast,New York,New York,Men's Apparel,58.0,231,13398.0,5761.0,0.43,Online
3929,Foot Locker,1185732,3/15/2020,Northeast,New York,New York,Women's Apparel,61.0,286,17446.0,6978.0,0.4,Online
3930,Foot Locker,1185732,3/16/2020,Northeast,New York,New York,Men's Street Footwear,58.0,325,18850.0,11499.0,0.61,Online
3931,Foot Locker,1185732,3/17/2020,Northeast,New York,New York,Men's Athletic Footwear,53.0,308,16324.0,6693.0,0.41,Online
3932,Foot Locker,1185732,3/18/2020,Northeast,New York,New York,Women's Street Footwear,45.0,257,11565.0,5320.0,0.46,Online
3933,Foot Locker,1185732,3/31/2020,Northeast,New York,New York,Women's Athletic Footwear,47.0,241,11327.0,5324.0,0.47,Online
3934,Walmart,1185732,4/17/2020,Northeast,New York,New York,Men's Apparel,54.0,270,14580.0,6561.0,0.45,Online
3935,Walmart,1185732,4/18/2020,Northeast,New York,New York,Women's Apparel,62.0,290,17980.0,6653.0,0.37,Online
3936,Walmart,1185732,4/19/2020,Northeast,New York,New York,Men's Street Footwear,56.0,360,20160.0,12499.0,0.62,Online
3937,Walmart,1185732,4/20/2020,Northeast,New York,New York,Men's Athletic Footwear,50.0,270,13500.0,5940.0,0.44,Online
3938,Walmart,1185732,4/21/2020,Northeast,New York,New York,Women's Street Footwear,47.0,268,12596.0,5920.0,0.47,Online
3939,Walmart,1185732,4/22/2020,Northeast,New York,New York,Women's Athletic Footwear,47.0,252,11844.0,5448.0,0.46,Online
3940,Walmart,1185732,4/23/2020,Northeast,New York,New York,Men's Apparel,58.0,252,14616.0,5846.0,0.4,Online
3941,Walmart,1185732,4/24/2020,Northeast,New York,New York,Women's Apparel,59.0,280,16520.0,6608.0,0.4,Online
3942,Walmart,1185732,4/25/2020,Northeast,New York,New York,Men's Apparel,64.0,236,15104.0,6344.0,0.42,Online
3943,Walmart,1185732,4/26/2020,Northeast,New York,New York,Women's Apparel,68.0,290,19720.0,7494.0,0.38,Online
3944,Walmart,1185732,4/27/2020,Northeast,New York,New York,Men's Street Footwear,60.0,299,17940.0,10764.0,0.6,Online
3945,Walmart,1185732,4/28/2020,Northeast,New York,New York,Men's Athletic Footwear,53.0,273,14469.0,6222.0,0.43,Online
3946,Walmart,1185732,4/29/2020,Northeast,New York,New York,Women's Street Footwear,52.0,258,13416.0,6440.0,0.48,Online
3947,Walmart,1185732,4/30/2020,Northeast,New York,New York,Women's Athletic Footwear,50.0,252,12600.0,6174.0,0.49,Online
3948,Walmart,1185732,5/1/2020,Northeast,New York,New York,Men's Apparel,64.0,254,16256.0,6828.0,0.42,Online
3949,Walmart,1185732,5/2/2020,Northeast,New York,New York,Women's Apparel,66.0,263,17358.0,6422.0,0.37,Online
3950,Walmart,1185732,5/3/2020,Northeast,New York,New York,Men's Street Footwear,62.0,312,19344.0,12380.0,0.64,Online
3951,Walmart,1185732,5/4/2020,Northeast,New York,New York,Men's Athletic Footwear,51.0,300,15300.0,6426.0,0.42,Online
3952,Walmart,1185732,5/5/2020,Northeast,New York,New York,Women's Street Footwear,54.0,285,15390.0,7233.0,0.47,Online
3953,Walmart,1185732,5/6/2020,Northeast,New York,New York,Women's Athletic Footwear,54.0,225,12150.0,5589.0,0.46,Online
3954,Walmart,1185732,5/7/2020,Northeast,New York,New York,Men's Apparel,60.0,261,15660.0,6734.0,0.43,Online
3955,Walmart,1185732,7/18/2020,Northeast,New York,New York,Women's Apparel,68.0,290,19720.0,6902.0,0.35,Online
3956,Sports Direct,1197831,7/19/2020,Northeast,New York,New York,Men's Street Footwear,24.0,234,5616.0,2640.0,0.47,Online
3957,Sports Direct,1197831,7/20/2020,Northeast,New York,New York,Men's Athletic Footwear,34.0,225,7650.0,3749.0,0.49,Online
3958,Sports Direct,1197831,7/21/2020,Northeast,New York,New York,Women's Street Footwear,33.0,210,6930.0,3188.0,0.46,Online
3959,Sports Direct,1197831,7/22/2020,Northeast,New York,New York,Women's Athletic Footwear,34.0,175,5950.0,3273.0,0.55,Online
3960,Sports Direct,1197831,7/23/2020,South,Texas,Houston,Men's Apparel,36.0,154,5544.0,2384.0,0.43,Online
3961,Sports Direct,1197831,7/24/2020,South,Texas,Houston,Women's Apparel,34.0,203,6902.0,4417.0,0.64,Online
3962,Sports Direct,1197831,7/25/2020,South,Texas,Houston,Men's Street Footwear,23.0,213,4899.0,2450.0,0.5,Online
3963,Sports Direct,1197831,7/26/2020,South,Texas,Houston,Men's Athletic Footwear,33.0,255,8415.0,3787.0,0.45,Online
3964,Sports Direct,1197831,7/27/2020,South,Texas,Houston,Women's Street Footwear,32.0,176,5632.0,2534.0,0.45,Online
3965,Sports Direct,1197831,7/28/2020,South,Texas,Houston,Women's Athletic Footwear,34.0,175,5950.0,3570.0,0.6,Online
3966,Sports Direct,1197831,7/29/2020,South,Texas,Houston,Men's Apparel,38.0,125,4750.0,2138.0,0.45,Online
3967,Sports Direct,1197831,7/30/2020,South,Texas,Houston,Women's Apparel,34.0,196,6664.0,4198.0,0.63,Online
3968,Sports Direct,1197831,7/31/2020,South,Texas,Houston,Men's Street Footwear,29.0,254,7366.0,3315.0,0.45,Online
3969,Sports Direct,1197831,8/1/2020,South,Texas,Houston,Men's Athletic Footwear,39.0,236,9204.0,4142.0,0.45,Online
3970,Sports Direct,1197831,8/2/2020,South,Texas,Houston,Women's Street Footwear,32.0,182,5824.0,2854.0,0.49,Online
3971,Sports Direct,1197831,8/3/2020,South,Texas,Houston,Women's Athletic Footwear,37.0,174,6438.0,3734.0,0.58,Online
3972,Sports Direct,1197831,8/4/2020,South,Texas,Houston,Men's Apparel,41.0,125,5125.0,2050.0,0.4,Online
3973,Sports Direct,1197831,8/5/2020,South,Texas,Houston,Women's Apparel,39.0,189,7371.0,4423.0,0.6,Online
3974,Sports Direct,1197831,8/6/2020,South,Texas,Houston,Men's Street Footwear,27.0,234,6318.0,3033.0,0.48,Online
3975,Sports Direct,1197831,8/7/2020,South,Texas,Houston,Men's Athletic Footwear,38.0,225,8550.0,3848.0,0.45,Online
3976,Sports Direct,1197831,8/8/2020,South,Texas,Houston,Women's Street Footwear,34.0,203,6902.0,3175.0,0.46,Online
3977,Sports Direct,1197831,8/9/2020,South,Texas,Houston,Women's Athletic Footwear,36.0,163,5868.0,3462.0,0.59,Online
3978,Walmart,1197831,8/10/2020,South,Texas,Houston,Men's Apparel,42.0,147,6174.0,2593.0,0.42,Online
3979,Walmart,1197831,8/11/2020,South,Texas,Houston,Women's Apparel,39.0,232,9048.0,5519.0,0.61,Online
3980,Walmart,1197831,8/12/2020,South,Texas,Houston,Men's Street Footwear,29.0,268,7772.0,3731.0,0.48,Online
3981,Walmart,1197831,8/13/2020,South,Texas,Houston,Men's Athletic Footwear,38.0,259,9842.0,4527.0,0.46,Online
3982,Walmart,1197831,8/14/2020,South,Texas,Houston,Women's Street Footwear,33.0,225,7425.0,3564.0,0.48,Online
3983,Walmart,1197831,8/15/2020,South,Texas,Houston,Women's Athletic Footwear,39.0,189,7371.0,4275.0,0.58,Online
3984,Walmart,1197831,8/16/2020,South,Texas,Houston,Men's Apparel,42.0,168,7056.0,2822.0,0.4,Online
3985,Walmart,1197831,8/17/2020,South,Texas,Houston,Women's Apparel,37.0,276,10212.0,6434.0,0.63,Online
3986,Walmart,1197831,8/18/2020,South,Texas,Houston,Men's Street Footwear,39.0,238,9282.0,4363.0,0.47,Online
3987,Walmart,1197831,8/19/2020,South,Texas,Houston,Men's Athletic Footwear,42.0,238,9996.0,4498.0,0.45,Online
3988,Walmart,1197831,8/20/2020,South,Texas,Houston,Women's Street Footwear,37.0,232,8584.0,4206.0,0.49,Online
3989,Walmart,1197831,8/21/2020,South,Texas,Houston,Women's Athletic Footwear,38.0,203,7714.0,4397.0,0.57,Online
3990,Walmart,1197831,8/22/2020,South,Texas,Houston,Men's Apparel,41.0,169,6929.0,3118.0,0.45,Online
3991,Walmart,1197831,8/23/2020,South,Texas,Houston,Women's Apparel,47.0,250,11750.0,7520.0,0.64,Online
3992,Walmart,1197831,8/24/2020,South,Texas,Houston,Men's Street Footwear,37.0,238,8806.0,3963.0,0.45,Online
3993,Walmart,1197831,8/25/2020,South,Texas,Houston,Men's Athletic Footwear,42.0,238,9996.0,4598.0,0.46,Online
3994,Walmart,1197831,8/26/2020,South,Texas,Houston,Women's Street Footwear,37.0,319,11803.0,5311.0,0.45,Online
3995,Walmart,1197831,8/27/2020,South,Texas,Houston,Women's Athletic Footwear,36.0,210,7560.0,4536.0,0.6,Online
3996,Walmart,1197831,8/28/2020,South,Texas,Houston,Men's Apparel,41.0,196,8036.0,3214.0,0.4,Online
3997,Walmart,1197831,8/29/2020,South,Texas,Houston,Women's Apparel,47.0,293,13771.0,8676.0,0.63,Online
3998,Walmart,1197831,8/30/2020,South,Texas,Houston,Men's Street Footwear,37.0,268,9916.0,4859.0,0.49,Online
3999,Walmart,1197831,8/31/2020,South,Texas,Houston,Men's Athletic Footwear,41.0,259,10619.0,4779.0,0.45,Online
4000,Walmart,1197831,9/1/2020,South,Texas,Houston,Women's Street Footwear,39.0,297,11583.0,5328.0,0.46,Online
4001,Walmart,1197831,9/2/2020,South,Texas,Houston,Women's Athletic Footwear,38.0,189,7182.0,4237.0,0.59,Online
4002,Walmart,1197831,9/3/2020,South,Texas,Houston,Men's Apparel,41.0,169,6929.0,2772.0,0.4,Online
4003,Walmart,1197831,9/4/2020,South,Texas,Houston,Women's Apparel,46.0,225,10350.0,6728.0,0.65,Online
4004,Walmart,1197831,9/5/2020,South,Texas,Houston,Men's Street Footwear,44.0,255,11220.0,5386.0,0.48,Online
4005,Walmart,1197831,9/6/2020,South,Texas,Houston,Men's Athletic Footwear,41.0,213,8733.0,4017.0,0.46,Online
4006,Walmart,1197831,9/7/2020,South,Texas,Houston,Women's Street Footwear,46.0,234,10764.0,5274.0,0.49,Online
4007,Walmart,1197831,9/8/2020,South,Texas,Houston,Women's Athletic Footwear,47.0,181,8507.0,4679.0,0.55,Online
4008,Walmart,1197831,9/9/2020,South,Texas,Houston,Men's Apparel,44.0,175,7700.0,3311.0,0.43,Online
4009,Walmart,1197831,9/10/2020,South,Texas,Houston,Women's Apparel,50.0,213,10650.0,6816.0,0.64,Online
4010,Walmart,1197831,9/11/2020,South,Texas,Houston,Men's Street Footwear,44.0,240,10560.0,5280.0,0.5,Online
4011,Walmart,1197831,9/12/2020,South,Texas,Houston,Men's Athletic Footwear,43.0,216,9288.0,4365.0,0.47,Online
4012,Walmart,1197831,9/13/2020,South,Texas,Houston,Women's Street Footwear,48.0,188,9024.0,4241.0,0.47,Online
4013,Walmart,1197831,9/14/2020,South,Texas,Houston,Women's Athletic Footwear,45.0,168,7560.0,4385.0,0.58,Online
4014,Walmart,1197831,9/15/2020,South,Texas,Houston,Men's Apparel,42.0,150,6300.0,2583.0,0.41,Online
4015,Walmart,1197831,9/16/2020,South,Texas,Houston,Women's Apparel,53.0,210,11130.0,6901.0,0.62,Online
4016,Walmart,1197831,10/20/2020,South,Texas,Houston,Men's Street Footwear,43.0,234,10062.0,4930.0,0.49,Online
4017,Walmart,1197831,10/21/2020,South,Texas,Houston,Men's Athletic Footwear,43.0,243,10449.0,5120.0,0.49,Online
4018,Walmart,1197831,10/22/2020,South,Texas,Houston,Women's Street Footwear,47.0,206,9682.0,4647.0,0.48,Online
4019,Walmart,1197831,10/23/2020,South,Texas,Houston,Women's Athletic Footwear,48.0,203,9744.0,5359.0,0.55,Online
4020,Walmart,1197831,10/24/2020,South,Texas,Houston,Men's Apparel,42.0,195,8190.0,3686.0,0.45,Online
4021,Walmart,1197831,10/25/2020,South,Texas,Houston,Women's Apparel,51.0,247,12597.0,7810.0,0.62,Online
4022,Walmart,1197831,10/26/2020,South,Texas,Houston,Men's Street Footwear,41.0,238,9758.0,4684.0,0.48,Online
4023,Walmart,1197831,10/27/2020,South,Texas,Houston,Men's Athletic Footwear,44.0,285,12540.0,6019.0,0.48,Online
4024,Walmart,1197831,10/28/2020,South,Texas,Houston,Women's Street Footwear,47.0,255,11985.0,5873.0,0.49,Online
4025,Walmart,1197831,10/29/2020,South,Texas,Houston,Women's Athletic Footwear,47.0,182,8554.0,4961.0,0.58,Online
4026,Walmart,1197831,10/30/2020,South,Texas,Houston,Men's Apparel,42.0,169,7098.0,3194.0,0.45,Online
4027,Walmart,1197831,10/31/2020,South,Texas,Houston,Women's Apparel,53.0,261,13833.0,8576.0,0.62,Online
4028,West Gear,1128299,11/1/2020,South,Texas,Houston,Men's Street Footwear,37.0,209,7733.0,3480.0,0.45,Online
4029,West Gear,1128299,11/2/2020,South,Texas,Houston,Men's Athletic Footwear,49.0,194,9506.0,2947.0,0.31,Online
4030,West Gear,1128299,11/3/2020,South,Texas,Houston,Women's Street Footwear,46.0,217,9982.0,4492.0,0.45,Online
4031,West Gear,1128299,11/4/2020,South,Texas,Houston,Women's Athletic Footwear,48.0,175,8400.0,3360.0,0.4,Online
4032,West Gear,1128299,11/5/2020,West,California,San Francisco,Men's Apparel,51.0,161,8211.0,5173.0,0.63,Online
4033,West Gear,1128299,11/6/2020,West,California,San Francisco,Women's Apparel,49.0,233,11417.0,2854.0,0.25,Online
4034,West Gear,1128299,11/7/2020,West,California,San Francisco,Men's Street Footwear,37.0,223,8251.0,4126.0,0.5,Online
4035,West Gear,1128299,11/8/2020,West,California,San Francisco,Men's Athletic Footwear,49.0,210,10290.0,3190.0,0.31,Online
4036,West Gear,1128299,11/9/2020,West,California,San Francisco,Women's Street Footwear,49.0,196,9604.0,4706.0,0.49,Online
4037,West Gear,1128299,11/10/2020,West,California,San Francisco,Women's Athletic Footwear,47.0,150,7050.0,2961.0,0.42,Online
4038,West Gear,1128299,11/11/2020,West,California,San Francisco,Men's Apparel,50.0,140,7000.0,4270.0,0.61,Online
4039,West Gear,1128299,11/12/2020,West,California,San Francisco,Women's Apparel,46.0,182,8372.0,2344.0,0.28,Online
4040,West Gear,1128299,11/13/2020,West,California,San Francisco,Men's Street Footwear,49.0,230,11270.0,5072.0,0.45,Online
4041,West Gear,1128299,11/14/2020,West,California,San Francisco,Men's Athletic Footwear,58.0,175,10150.0,3045.0,0.3,Online
4042,West Gear,1128299,11/15/2020,West,California,San Francisco,Women's Street Footwear,55.0,203,11165.0,5248.0,0.47,Online
4043,West Gear,1128299,12/22/2020,West,California,San Francisco,Women's Athletic Footwear,58.0,174,10092.0,4340.0,0.43,Online
4044,West Gear,1128299,12/23/2020,West,California,San Francisco,Men's Apparel,62.0,145,8990.0,5664.0,0.63,Online
4045,West Gear,1128299,12/24/2020,West,California,San Francisco,Women's Apparel,54.0,210,11340.0,3062.0,0.27,Online
4046,West Gear,1128299,12/25/2020,West,California,San Francisco,Men's Street Footwear,56.0,228,12768.0,6001.0,0.47,Online
4047,West Gear,1128299,12/26/2020,West,California,San Francisco,Men's Athletic Footwear,62.0,203,12586.0,3776.0,0.3,Online
4048,West Gear,1128299,12/27/2020,West,California,San Francisco,Women's Street Footwear,64.0,210,13440.0,6720.0,0.5,Online
4049,West Gear,1128299,12/28/2020,West,California,San Francisco,Women's Athletic Footwear,54.0,188,10152.0,4162.0,0.41,Online
4050,West Gear,1128299,12/29/2020,West,California,San Francisco,Men's Apparel,59.0,152,8968.0,5829.0,0.65,Online
4051,West Gear,1128299,12/30/2020,West,California,San Francisco,Women's Apparel,72.0,203,14616.0,3946.0,0.27,Online
4052,West Gear,1128299,12/31/2020,West,California,San Francisco,Men's Street Footwear,56.0,252,14112.0,7056.0,0.5,Online
4053,West Gear,1128299,1/1/2021,West,California,San Francisco,Men's Athletic Footwear,64.0,225,14400.0,5184.0,0.36,Online
4054,West Gear,1128299,1/2/2021,West,California,San Francisco,Women's Street Footwear,60.0,218,13080.0,6671.0,0.51,Online
4055,West Gear,1128299,1/3/2021,West,California,San Francisco,Women's Athletic Footwear,56.0,182,10192.0,4586.0,0.45,Online
4056,West Gear,1128299,1/4/2021,West,California,San Francisco,Men's Apparel,60.0,154,9240.0,6098.0,0.66,Online
4057,West Gear,1128299,1/5/2021,West,California,San Francisco,Women's Apparel,72.0,189,13608.0,4491.0,0.33,Online
4058,West Gear,1128299,1/6/2021,West,California,San Francisco,Men's Street Footwear,56.0,273,15288.0,7644.0,0.5,Online
4059,West Gear,1128299,1/7/2021,West,California,San Francisco,Men's Athletic Footwear,63.0,248,15624.0,5781.0,0.37,Online
4060,West Gear,1128299,1/8/2021,West,California,San Francisco,Women's Street Footwear,64.0,206,13184.0,7251.0,0.55,Online
4061,West Gear,1128299,1/9/2021,West,California,San Francisco,Women's Athletic Footwear,59.0,210,12390.0,6071.0,0.49,Online
4062,West Gear,1128299,1/10/2021,West,California,San Francisco,Men's Apparel,62.0,155,9610.0,6343.0,0.66,Online
4063,West Gear,1128299,1/11/2021,West,California,San Francisco,Women's Apparel,72.0,219,15768.0,5519.0,0.35,Online
4064,West Gear,1128299,1/12/2021,West,California,San Francisco,Men's Street Footwear,56.0,277,15512.0,6980.0,0.45,Online
4065,West Gear,1128299,1/13/2021,West,California,San Francisco,Men's Athletic Footwear,59.0,245,14455.0,4915.0,0.34,Online
4066,West Gear,1128299,1/14/2021,West,California,San Francisco,Women's Street Footwear,62.0,248,15376.0,7073.0,0.46,Online
4067,West Gear,1128299,1/15/2021,West,California,San Francisco,Women's Athletic Footwear,55.0,218,11990.0,4796.0,0.4,Online
4068,West Gear,1128299,1/16/2021,West,California,San Francisco,Men's Apparel,64.0,233,14912.0,9544.0,0.64,Online
4069,West Gear,1128299,1/17/2021,West,California,San Francisco,Women's Apparel,72.0,233,16776.0,4865.0,0.29,Online
4070,West Gear,1128299,1/18/2021,West,California,San Francisco,Men's Street Footwear,62.0,273,16926.0,7786.0,0.46,Online
4071,West Gear,1128299,1/19/2021,West,California,San Francisco,Men's Athletic Footwear,66.0,259,17094.0,5128.0,0.3,Online
4072,West Gear,1128299,1/20/2021,West,California,San Francisco,Women's Street Footwear,60.0,200,12000.0,5640.0,0.47,Online
4073,West Gear,1128299,1/21/2021,West,California,San Francisco,Women's Athletic Footwear,59.0,188,11092.0,4548.0,0.41,Online
