id,month_year,region,site_name,work_site_status,kpi_source,lob,kpi_name_w_subtypes,numerator,denominator,kpi_value,goal,kpi_attainment,goal_type,kpi_unit_of_measure,kpi_attainment_v2,kpi_value_vs_goal,kpi_value2,kpi_value_2,month,year
252,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Matching (Crowdsourced),Average Handle Time,"63,421,422.76","1,742,226.00",0.36,0.6,1.0,lower is better,.,1,23.6,36.40,36.40,2,2023
253,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier CO,Rest of World,Reviewer Reason Accuracy,60.00,63.00,0.95,0.84,1.0,higher is better,%,1,0.11,0.95,0.95,3,2023
254,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Rest of World,Reviewer Reason Accuracy,"11,183.00","11,534.00",0.97,0.84,1.0,higher is better,%,1,0.13,0.97,0.97,3,2023
255,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier CO,Rest of World,Reviewer Reason Accuracy,"1,334.00","1,617.00",0.82,0.84,0.0,higher is better,%,0,-0.02,0.83,0.83,4,2023
256,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Rest of World,Reviewer Reason Accuracy,"10,752.00","13,711.00",0.78,0.84,0.0,higher is better,%,0,-0.06,0.78,0.78,4,2023
257,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier CO,Rest of World,Reviewer Reason Accuracy,223.00,249.00,0.9,0.84,1.0,higher is better,%,1,0.06,0.90,0.90,5,2023
258,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Rest of World,Reviewer Reason Accuracy,"1,449.00","1,581.00",0.92,0.84,1.0,higher is better,%,1,0.08,0.92,0.92,5,2023
259,2023JAN,IN,IND - Indore City - Rangreza,Current WFH,Frontier Commerce,Commerce,Accuracy,"18,975.00","20,980.00",0.9,0.75,1.0,higher is better,%,1,0.15,0.90,0.90,1,2023
260,2023JAN,SEA,PHL - Quezon City - Chateau Ridiculous,Permanent WFH,Frontier Commerce,Commerce,Accuracy,"53,672.00","58,947.00",0.91,0.75,1.0,higher is better,%,1,0.16,0.91,0.91,1,2023
261,2023FEB,IN,IND - Indore City - Rangreza,Current WFH,Frontier Commerce,Commerce,Accuracy,"16,019.00","17,226.00",0.93,0.75,1.0,higher is better,%,1,0.18,0.93,0.93,2,2023
262,2023FEB,SEA,PHL - Quezon City - Chateau Ridiculous,Permanent WFH,Frontier Commerce,Commerce,Accuracy,"47,590.00","51,417.00",0.93,0.75,1.0,higher is better,%,1,0.18,0.93,0.93,2,2023
263,2023MAR,IN,IND - Indore City - Rangreza,Current WFH,Frontier Commerce,Commerce,Accuracy,"18,106.00","22,110.00",0.82,0.75,1.0,higher is better,%,1,0.07,0.82,0.82,3,2023
264,2023MAR,IN,IND - Indore City - Rangreza,Onsite,Frontier Commerce,Commerce,Accuracy,204.00,280.00,0.73,0.75,0.0,higher is better,%,0,-0.02,0.73,0.73,3,2023
265,2023MAR,SEA,PHL - Quezon City - Chateau Ridiculous,Permanent WFH,Frontier Commerce,Commerce,Accuracy,"40,749.00","44,465.00",0.92,0.75,1.0,higher is better,%,1,0.17,0.92,0.92,3,2023
266,2023APR,IN,IND - Indore City - Rangreza,Current WFH,Frontier Commerce,Commerce,Accuracy,"6,987.00","8,256.00",0.85,0.75,1.0,higher is better,%,1,0.1,0.85,0.85,4,2023
267,2023APR,IN,IND - Indore City - Rangreza,Onsite,Frontier Commerce,Commerce,Accuracy,52.00,67.00,0.78,0.75,1.0,higher is better,%,1,0.03,0.78,0.78,4,2023
268,2023APR,SEA,PHL - Quezon City - Chateau Ridiculous,Current WFH,Frontier Commerce,Commerce,Accuracy,758.00,"1,066.00",0.71,0.75,0.0,higher is better,%,0,-0.04,0.71,0.71,4,2023
269,2023APR,SEA,PHL - Quezon City - Chateau Ridiculous,Permanent WFH,Frontier Commerce,Commerce,Accuracy,"40,482.00","46,141.00",0.88,0.75,1.0,higher is better,%,1,0.13,0.88,0.88,4,2023
270,2023JAN,IN,IND - Indore City - Rangreza,Current WFH,Frontier Commerce,Commerce,Precision,"11,310.00","11,575.00",0.98,0.92,1.0,higher is better,%,1,0.06,0.98,0.98,1,2023
271,2023JAN,SEA,PHL - Quezon City - Chateau Ridiculous,Permanent WFH,Frontier Commerce,Commerce,Precision,"35,859.00","36,581.00",0.98,0.92,1.0,higher is better,%,1,0.06,0.98,0.98,1,2023
272,2023FEB,IN,IND - Indore City - Rangreza,Current WFH,Frontier Commerce,Commerce,Precision,"9,808.00","9,946.00",0.99,0.92,1.0,higher is better,%,1,0.07,0.99,0.99,2,2023
273,2023FEB,SEA,PHL - Quezon City - Chateau Ridiculous,Permanent WFH,Frontier Commerce,Commerce,Precision,"32,942.00","33,325.00",0.99,0.92,1.0,higher is better,%,1,0.07,0.99,0.99,2,2023
274,2023MAR,IN,IND - Indore City - Rangreza,Current WFH,Frontier Commerce,Commerce,Precision,"11,509.00","11,921.00",0.97,0.92,1.0,higher is better,%,1,0.05,0.97,0.97,3,2023
275,2023MAR,IN,IND - Indore City - Rangreza,Onsite,Frontier Commerce,Commerce,Precision,123.00,129.00,0.95,0.92,1.0,higher is better,%,1,0.03,0.95,0.95,3,2023
276,2023MAR,SEA,PHL - Quezon City - Chateau Ridiculous,Permanent WFH,Frontier Commerce,Commerce,Precision,"27,838.00","28,290.00",0.98,0.92,1.0,higher is better,%,1,0.06,0.98,0.98,3,2023
277,2023APR,IN,IND - Indore City - Rangreza,Current WFH,Frontier Commerce,Commerce,Precision,"4,161.00","4,274.00",0.97,0.92,1.0,higher is better,%,1,0.05,0.97,0.97,4,2023
278,2023APR,IN,IND - Indore City - Rangreza,Onsite,Frontier Commerce,Commerce,Precision,28.00,29.00,0.97,0.92,1.0,higher is better,%,1,0.05,0.97,0.97,4,2023
279,2023APR,SEA,PHL - Quezon City - Chateau Ridiculous,Current WFH,Frontier Commerce,Commerce,Precision,504.00,563.00,0.9,0.92,0.0,higher is better,%,0,-0.02,0.90,0.90,4,2023
280,2023APR,SEA,PHL - Quezon City - Chateau Ridiculous,Permanent WFH,Frontier Commerce,Commerce,Precision,"27,525.00","28,070.00",0.98,0.92,1.0,higher is better,%,1,0.06,0.98,0.98,4,2023
281,2023JAN,IN,IND - Indore City - Rangreza,Current WFH,Frontier Commerce,Commerce,Recall,"11,310.00","12,107.00",0.93,0.85,1.0,higher is better,%,1,0.08,0.93,0.93,1,2023
282,2023JAN,SEA,PHL - Quezon City - Chateau Ridiculous,Permanent WFH,Frontier Commerce,Commerce,Recall,"35,859.00","37,294.00",0.96,0.85,1.0,higher is better,%,1,0.11,0.96,0.96,1,2023
283,2023FEB,IN,IND - Indore City - Rangreza,Current WFH,Frontier Commerce,Commerce,Recall,"9,808.00","10,182.00",0.96,0.85,1.0,higher is better,%,1,0.11,0.96,0.96,2,2023
284,2023FEB,SEA,PHL - Quezon City - Chateau Ridiculous,Permanent WFH,Frontier Commerce,Commerce,Recall,"32,942.00","33,667.00",0.98,0.85,1.0,higher is better,%,1,0.13,0.98,0.98,2,2023
285,2023MAR,IN,IND - Indore City - Rangreza,Current WFH,Frontier Commerce,Commerce,Recall,"11,509.00","13,127.00",0.88,0.85,1.0,higher is better,%,1,0.03,0.88,0.88,3,2023
286,2023MAR,IN,IND - Indore City - Rangreza,Onsite,Frontier Commerce,Commerce,Recall,123.00,153.00,0.8,0.85,0.0,higher is better,%,0,-0.05,0.80,0.80,3,2023
287,2023MAR,SEA,PHL - Quezon City - Chateau Ridiculous,Permanent WFH,Frontier Commerce,Commerce,Recall,"27,838.00","29,037.00",0.96,0.85,1.0,higher is better,%,1,0.11,0.96,0.96,3,2023
288,2023APR,IN,IND - Indore City - Rangreza,Current WFH,Frontier Commerce,Commerce,Recall,"4,161.00","4,571.00",0.91,0.85,1.0,higher is better,%,1,0.06,0.91,0.91,4,2023
289,2023APR,IN,IND - Indore City - Rangreza,Onsite,Frontier Commerce,Commerce,Recall,28.00,30.00,0.93,0.85,1.0,higher is better,%,1,0.08,0.93,0.93,4,2023
290,2023APR,SEA,PHL - Quezon City - Chateau Ridiculous,Current WFH,Frontier Commerce,Commerce,Recall,504.00,561.00,0.9,0.85,1.0,higher is better,%,1,0.05,0.90,0.90,4,2023
291,2023APR,SEA,PHL - Quezon City - Chateau Ridiculous,Permanent WFH,Frontier Commerce,Commerce,Recall,"27,525.00","28,968.00",0.95,0.85,1.0,higher is better,%,1,0.1,0.95,0.95,4,2023
292,2023JAN,SEA,PHL - Quezon City - Chateau Ridiculous,Permanent WFH,Frontier Commerce,Seller Trust,Accuracy,"12,686.00","13,392.00",0.95,0.75,1.0,higher is better,%,1,0.2,0.95,0.95,1,2023
293,2023FEB,SEA,PHL - Quezon City - Chateau Ridiculous,Permanent WFH,Frontier Commerce,Seller Trust,Accuracy,"9,323.00","9,848.00",0.95,0.75,1.0,higher is better,%,1,0.2,0.95,0.95,2,2023
294,2023MAR,SEA,PHL - Quezon City - Chateau Ridiculous,Permanent WFH,Frontier Commerce,Seller Trust,Accuracy,"5,692.00","5,863.00",0.97,0.75,1.0,higher is better,%,1,0.22,0.97,0.97,3,2023
295,2023APR,SEA,PHL - Quezon City - Chateau Ridiculous,Permanent WFH,Frontier Commerce,Seller Trust,Accuracy,"3,690.00","3,820.00",0.97,0.75,1.0,higher is better,%,1,0.22,0.97,0.97,4,2023
296,2023APR,SEA,PHL - Quezon City - Chateau Ridiculous,Permanent WFH,Frontier Commerce,Seller Trust,Precision,87.00,100.00,0.87,0.92,0.0,higher is better,%,0,-0.05,0.87,0.87,4,2023
297,2023APR,SEA,PHL - Quezon City - Chateau Ridiculous,Permanent WFH,Frontier Commerce,Seller Trust,Recall,87.00,106.00,0.82,0.85,0.0,higher is better,%,0,-0.03,0.82,0.82,4,2023
298,2023JAN,SEA,PHL - Quezon City - Chateau Ridiculous,Permanent WFH,Frontier Commerce,Shops BI Appeals,Accuracy,40.00,44.00,0.91,0.75,1.0,higher is better,%,1,0.16,0.91,0.91,1,2023
299,2023JAN,SEA,PHL - Quezon City - Chateau Ridiculous,Permanent WFH,Frontier PDO,Account Originality,Accuracy,"30,980.00","32,830.00",0.94,0.82,1.0,higher is better,%,1,0.12,0.94,0.94,1,2023
300,2023FEB,SEA,PHL - Quezon City - Chateau Ridiculous,Current WFH,Frontier PDO,Account Originality,Accuracy,68.00,79.00,0.86,0.82,1.0,higher is better,%,1,0.04,0.86,0.86,2,2023
301,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Rest of World,Precision,"4,580.00","4,642.00",0.99,0.89,1.0,higher is better,%,1,0.1,0.99,0.99,2,2023
302,2023FEB,SEA,PHL - Quezon City - Chateau Ridiculous,Permanent WFH,Frontier PDO,Account Originality,Accuracy,"14,241.00","19,360.00",0.74,0.82,0.0,higher is better,%,0,-0.08,0.74,0.74,2,2023
303,2023JAN,SEA,PHL - Quezon City - Chateau Ridiculous,Permanent WFH,Frontier PDO,Account Originality,Average Handle Time,"79,045,859.04","751,764.00",1.05,1.21,1.0,lower is better,.,1,15.85,105.15,105.15,1,2023
304,2023FEB,SEA,PHL - Quezon City - Chateau Ridiculous,Current WFH,Frontier PDO,Account Originality,Average Handle Time,"96,593.40",32.00,30.19,1.21,0.0,lower is better,.,0,-2897.54,"3,018.54","3,018.54",2,2023
305,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Rest of World,Recall,"4,580.00","4,703.00",0.97,0.85,1.0,higher is better,%,1,0.12,0.97,0.97,2,2023
306,2023FEB,SEA,PHL - Quezon City - Chateau Ridiculous,Permanent WFH,Frontier PDO,Account Originality,Average Handle Time,"65,017,450.64","638,870.00",1.02,1.21,1.0,lower is better,.,1,19.23,101.77,101.77,2,2023
307,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Permanent WFH,Frontier PDO,AR/VR Nimble,Accuracy,"66,545.00",666.00,99.92,0.85,1.0,higher is better,%,1,99.07,99.92,99.92,1,2023
308,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Permanent WFH,Frontier PDO,AR/VR Nimble,Accuracy,"47,973.00",537.00,89.34,0.85,1.0,higher is better,%,1,88.49,89.34,89.34,2,2023
309,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Permanent WFH,Frontier PDO,AR/VR Nimble,Accuracy,"223,416.00","2,236.00",99.92,0.85,1.0,higher is better,%,1,99.07,99.92,99.92,3,2023
310,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,AR/VR Nimble,Accuracy,17.10,29.00,0.59,0.85,0.0,higher is better,%,0,-0.26,0.59,0.59,4,2023
311,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Permanent WFH,Frontier PDO,AR/VR Nimble,Accuracy,307.99,552.00,0.56,0.85,0.0,higher is better,%,0,-0.29,0.56,0.56,4,2023
312,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,AR/VR Nimble,Accuracy,10.98,11.00,1.0,0.85,1.0,higher is better,%,1,0.15,1.00,1.00,5,2023
313,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Permanent WFH,Frontier PDO,AR/VR Nimble,Accuracy,202.88,203.00,1.0,0.85,1.0,higher is better,%,1,0.15,1.00,1.00,5,2023
314,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Permanent WFH,Frontier PDO,AR/VR Nimble,Average Handle Time,"27,737,219.29","191,641.00",1.45,3.0,1.0,lower is better,.,1,155.26,144.74,144.74,1,2023
315,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Permanent WFH,Frontier PDO,AR/VR Nimble,Average Handle Time,"24,577,907.09","173,950.00",1.41,3.0,1.0,lower is better,.,1,158.71,141.29,141.29,2,2023
316,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Permanent WFH,Frontier PDO,AR/VR Nimble,Average Handle Time,"27,218,707.32","192,457.00",1.41,2.0,1.0,lower is better,.,1,58.57,141.43,141.43,3,2023
317,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,AR/VR Nimble,Average Handle Time,"1,143,976.25","5,801.00",1.97,2.0,1.0,lower is better,.,1,2.8,197.20,197.20,4,2023
318,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Permanent WFH,Frontier PDO,AR/VR Nimble,Average Handle Time,"22,334,005.02","153,817.00",1.45,2.0,1.0,lower is better,.,1,54.8,145.20,145.20,4,2023
319,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,AR/VR Nimble,Average Handle Time,"156,889.95","1,228.00",1.28,2.0,1.0,lower is better,.,1,72.24,127.76,127.76,5,2023
320,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Permanent WFH,Frontier PDO,AR/VR Nimble,Average Handle Time,"2,762,539.21","19,741.00",1.4,2.0,1.0,lower is better,.,1,60.06,139.94,139.94,5,2023
321,2023JAN,SEA,PHL - Quezon City - Chateau Ridiculous,Permanent WFH,Frontier PDO,Ariane Box,Accuracy,"4,526.00","4,739.00",0.96,0.95,1.0,higher is better,%,1,0.01,0.96,0.96,1,2023
322,2023FEB,SEA,PHL - Quezon City - Chateau Ridiculous,Current WFH,Frontier PDO,Ariane Box,Accuracy,125.00,135.00,0.93,0.95,0.0,higher is better,%,0,-0.02,0.93,0.93,2,2023
323,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier CO,Rest of World,Reviewer Reason Accuracy,"10,112.00","10,365.00",0.98,0.84,1.0,higher is better,%,1,0.14,0.98,0.98,2,2023
324,2023FEB,SEA,PHL - Quezon City - Chateau Ridiculous,Permanent WFH,Frontier PDO,Ariane Box,Accuracy,"3,963.00","4,221.00",0.94,0.95,0.0,higher is better,%,0,-0.01,0.94,0.94,2,2023
325,2023MAR,SEA,PHL - Quezon City - Chateau Ridiculous,Current WFH,Frontier PDO,Ariane Box,Accuracy,64.00,80.00,0.8,0.95,0.0,higher is better,%,0,-0.15,0.80,0.80,3,2023
326,2023MAR,SEA,PHL - Quezon City - Chateau Ridiculous,Onsite,Frontier PDO,Ariane Box,Accuracy,130.00,162.00,0.8,0.95,0.0,higher is better,%,0,-0.15,0.80,0.80,3,2023
327,2023MAR,SEA,PHL - Quezon City - Chateau Ridiculous,Permanent WFH,Frontier PDO,Ariane Box,Accuracy,"2,730.00","3,150.00",0.87,0.95,0.0,higher is better,%,0,-0.08,0.87,0.87,3,2023
328,2023APR,SEA,PHL - Quezon City - Chateau Ridiculous,Permanent WFH,Frontier PDO,Ariane Box,Accuracy,"12,924.00","13,052.00",0.99,0.95,1.0,higher is better,%,1,0.04,0.99,0.99,4,2023
329,2023FEB,SEA,PHL - Quezon City - Chateau Ridiculous,Permanent WFH,Frontier PDO,Ariane Box,Average Handle Time,"17,838,955.78","8,196.00",21.77,24.0,1.0,lower is better,.,1,223.46,"2,176.54","2,176.54",2,2023
330,2023MAR,SEA,PHL - Quezon City - Chateau Ridiculous,Current WFH,Frontier PDO,Ariane Box,Average Handle Time,"845,699.22",104.00,81.32,24.0,1.0,lower is better,.,1,-5731.72,"8,131.72","8,131.72",3,2023
331,2023MAR,SEA,PHL - Quezon City - Chateau Ridiculous,Permanent WFH,Frontier PDO,Ariane Box,Average Handle Time,"18,692,939.96","6,993.00",26.73,24.0,1.0,lower is better,.,1,-273.09,"2,673.09","2,673.09",3,2023
332,2023APR,SEA,PHL - Quezon City - Chateau Ridiculous,Permanent WFH,Frontier PDO,Ariane Box,Average Handle Time,"12,887,743.90","264,388.00",0.49,24.0,1.0,lower is better,.,1,2351.25,48.75,48.75,4,2023
333,2023MAY,SEA,PHL - Quezon City - Chateau Ridiculous,Permanent WFH,Frontier PDO,Ariane Box,Average Handle Time,"2,292,146.25","1,013.00",22.63,24.0,1.0,lower is better,.,1,137.27,"2,262.73","2,262.73",5,2023
334,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Assistant MM,Average Handle Time,"11,937,567.09","72,204.00",1.65,2.0,1.0,lower is better,.,1,34.67,165.33,165.33,2,2023
335,2023MAR,NAM,USA - San Antonio - Lizzy's Clubhouse,Onsite,Frontier PDO,Assistant Language,Accuracy,"2,080.00","2,080.00",1.0,0.9,1.0,higher is better,%,1,0.1,1.00,1.00,3,2023
336,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Climate Classification,Accuracy,6.00,6.00,1.0,0.9,1.0,higher is better,%,1,0.1,1.00,1.00,2,2023
337,2023MAR,NAM,USA - San Antonio - Lizzy's Clubhouse,Onsite,Frontier PDO,Assistant Language,Average Handle Time,"4,117,204.71","40,189.00",1.02,1.25,1.0,lower is better,.,1,22.75,102.45,102.45,3,2023
338,2023APR,NAM,USA - San Antonio - Lizzy's Toy Emporium,Onsite,Frontier PDO,Assistant Language,Average Handle Time,"4,403,764.62","108,027.00",0.41,1.25,1.0,lower is better,.,1,84.43,40.77,40.77,4,2023
339,2023MAY,NAM,USA - San Antonio - Lizzy's Toy Emporium,Onsite,Frontier PDO,Assistant Language,Average Handle Time,"379,268.37","4,351.00",0.87,1.25,1.0,lower is better,.,1,38.03,87.17,87.17,5,2023
340,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Assistant MM,Accuracy,0.02,11.00,0.0,0.9,0.0,higher is better,%,0,-0.9,0.00,0.00,1,2023
341,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Assistant MM,Accuracy,13.00,13.00,1.0,0.9,1.0,higher is better,%,1,0.1,1.00,1.00,4,2023
342,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Assistant MM,Accuracy,116.40,118.00,0.99,0.9,1.0,higher is better,%,1,0.09,0.99,0.99,4,2023
343,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Assistant MM,Average Handle Time,"1,230,941.16","4,329.00",2.84,2.0,0.0,lower is better,.,0,-84.35,284.35,284.35,1,2023
344,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Assistant MM,Average Handle Time,"13,087,977.34","43,801.00",2.99,2.0,0.0,lower is better,.,0,-98.81,298.81,298.81,1,2023
345,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Assistant MM,Average Handle Time,"1,249,257.60","9,609.00",1.3,2.0,1.0,lower is better,.,1,69.99,130.01,130.01,2,2023
346,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Climate Content,Average Handle Time,"5,783.02",145.00,0.4,0.9,1.0,lower is better,.,1,50.12,39.88,39.88,2,2023
347,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Assistant MM,Average Handle Time,"1,474,409.85","10,886.00",1.35,2.0,1.0,lower is better,.,1,64.56,135.44,135.44,3,2023
348,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Assistant MM,Average Handle Time,"13,256,481.90","83,708.00",1.58,2.0,1.0,lower is better,.,1,41.63,158.37,158.37,3,2023
349,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Assistant MM,Average Handle Time,"1,190,032.94","9,674.00",1.23,2.0,1.0,lower is better,.,1,76.99,123.01,123.01,4,2023
350,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Assistant MM,Average Handle Time,"11,324,870.37","97,223.00",1.16,2.0,1.0,lower is better,.,1,83.52,116.48,116.48,4,2023
351,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Assistant MM,Average Handle Time,"142,684.28","1,083.00",1.32,2.0,1.0,lower is better,.,1,68.25,131.75,131.75,5,2023
352,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Assistant MM,Average Handle Time,"1,166,074.25","8,355.00",1.4,2.0,1.0,lower is better,.,1,60.43,139.57,139.57,5,2023
353,2023JAN,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,B2B,Average Handle Time,"39,677,267.89","94,967.00",4.18,4.1,0.0,lower is better,.,0,-7.8,417.80,417.80,1,2023
354,2023FEB,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,B2B,Average Handle Time,"10,996,610.79","30,131.00",3.65,4.1,1.0,lower is better,.,1,45.04,364.96,364.96,2,2023
355,2023MAR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,B2B,Average Handle Time,"6,481,478.87","19,618.00",3.3,4.1,1.0,lower is better,.,1,79.62,330.38,330.38,3,2023
356,2023FEB,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,B2B,Precision,"17,044.00","17,682.00",0.96,0.9,1.0,higher is better,%,1,0.06,0.96,0.96,2,2023
357,2023MAR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,B2B,Precision,"10,351.00","10,627.00",0.97,0.9,1.0,higher is better,%,1,0.07,0.97,0.97,3,2023
358,2023JAN,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Business Verification,Average Handle Time,"1,292,512.57","19,706.00",0.66,0.75,1.0,lower is better,.,1,9.41,65.59,65.59,1,2023
359,2023FEB,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Business Verification,Average Handle Time,"2,116,516.12","32,512.00",0.65,0.75,1.0,lower is better,.,1,9.9,65.10,65.10,2,2023
360,2023MAR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Business Verification,Average Handle Time,"1,274,477.39","19,677.00",0.65,0.75,1.0,lower is better,.,1,10.23,64.77,64.77,3,2023
361,2023APR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Business Verification,Average Handle Time,"1,192,819.41","16,911.00",0.71,0.75,1.0,lower is better,.,1,4.46,70.54,70.54,4,2023
362,2023MAY,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Business Verification,Average Handle Time,"78,363.40","1,511.00",0.52,0.75,1.0,lower is better,.,1,23.14,51.86,51.86,5,2023
363,2023JAN,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Canonicalisation,Accuracy,"17,181.00","17,632.00",0.97,0.9,1.0,higher is better,%,1,0.07,0.97,0.97,1,2023
364,2023JAN,IN,IND - Indore City - Rangreza,Onsite,Frontier PDO,Canonicalisation,Accuracy,0.00,2.00,0.0,0.9,0.0,higher is better,%,0,-0.9,0.00,0.00,1,2023
365,2023FEB,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Canonicalisation,Accuracy,"13,408.00","13,817.00",0.97,0.9,1.0,higher is better,%,1,0.07,0.97,0.97,2,2023
366,2023MAR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Canonicalisation,Accuracy,"34,252.00","36,378.00",0.94,0.9,1.0,higher is better,%,1,0.04,0.94,0.94,3,2023
367,2023APR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Canonicalisation,Accuracy,"16,280.00","16,964.00",0.96,0.9,1.0,higher is better,%,1,0.06,0.96,0.96,4,2023
368,2023APR,IN,IND - Indore City - Rangreza,Onsite,Frontier PDO,Canonicalisation,Accuracy,1.00,1.00,1.0,0.9,1.0,higher is better,%,1,0.1,1.00,1.00,4,2023
369,2023MAY,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Canonicalisation,Accuracy,"3,569.00","3,640.00",0.98,0.9,1.0,higher is better,%,1,0.08,0.98,0.98,5,2023
370,2023JAN,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Canonicalisation,Average Handle Time,"18,051,888.68","326,242.00",0.55,0.6,1.0,lower is better,.,1,4.67,55.33,55.33,1,2023
371,2023FEB,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Canonicalisation,Average Handle Time,"14,520,066.59","285,689.00",0.51,0.6,1.0,lower is better,.,1,9.18,50.82,50.82,2,2023
372,2023MAR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Canonicalisation,Average Handle Time,"17,550,281.97","406,850.00",0.43,0.6,1.0,lower is better,.,1,16.86,43.14,43.14,3,2023
373,2023APR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Canonicalisation,Average Handle Time,"16,645,050.29","383,532.00",0.43,0.6,1.0,lower is better,.,1,16.6,43.40,43.40,4,2023
374,2023MAY,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Canonicalisation,Average Handle Time,"1,588,927.26","36,989.00",0.43,0.6,1.0,lower is better,.,1,17.04,42.96,42.96,5,2023
375,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,CCS Redaction,Accuracy,"11,936.00","11,940.00",1.0,0.9,1.0,higher is better,%,1,0.1,1.00,1.00,1,2023
376,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,CCS Redaction,Accuracy,"5,096.80","5,100.00",1.0,0.9,1.0,higher is better,%,1,0.1,1.00,1.00,2,2023
377,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,CCS Redaction,Accuracy,"13,664.80","13,672.00",1.0,0.9,1.0,higher is better,%,1,0.1,1.00,1.00,3,2023
